listing_id,type,title,province,city,value_usd,value_idr,negotiable,live_id,building_size,land_size,certificate,bedroom,bathroom,carport,realtor,realtor_office,contact
382901,apartment,"Apartemen The Mansion Twr Bellavista,  Kemayoran, Luas 117m2",DKI Jakarta,Jakarta Pusat,149598,2254142664,False,L22053736,117.0,,Akta Tanah,3.0,2.0,,Ida RWKG,Ray White Kelapa Gading,+628129584762
382953,apartment,Apartemen Callia Pulomas Luas 43m2,DKI Jakarta,Jakarta Timur,49866,751380888,False,L22056934,43.0,,Akta Tanah,1.0,1.0,,Ida RWKG,Ray White Kelapa Gading,+628129584762
382899,apartment,"Apartemen Pondok Indah Residence, Luas 65,02m2",DKI Jakarta,Jakarta Selatan,315818,4758745624,False,L22053694,65.0,,Strata Title,1.0,1.0,,Ida RWKG,Ray White Kelapa Gading,+628129584762
382960,apartment,"Apartemen Full Furnish Wisma Gading Permai Kelapa Gading Luas 46,5m2",DKI Jakarta,Jakarta Utara,36568,551006624,False,L22056989,46.0,,SHM/Freehold,1.0,1.0,,Ida RWKG,Ray White Kelapa Gading,+628129584762
382950,apartment,Apartemen Sedayu City Luas 28m2,DKI Jakarta,Jakarta Utara,56515,851568020,False,L22056907,28.0,,Akta Tanah,1.0,1.0,,Ida RWKG,Ray White Kelapa Gading,+628129584762
382705,apartment,DIJUAL STUDIO FURNISH NEW,Jawa Timur,Surabaya,19946,300546328,True,L22043364,21.0,21.0,Akta Tanah,1.0,1.0,1.0,Sutanto .,Ray White Untung Suropati,+6282244447611
382729,apartment,"Apartemen Greenhill, Kelapa Gading Luas 66,67m2",DKI Jakarta,Jakarta Utara,63164,951755152,False,L22044266,66.0,,Strata Title,3.0,2.0,,Ida RWKG,Ray White Kelapa Gading,+628129584762
382734,apartment,"Apartemen Izzara Tower North, TB Simatupang Luas 99m2",DKI Jakarta,Jakarta Selatan,272601,4107551868,False,L22044328,99.0,,Akta Tanah,2.0,2.0,,Ida RWKG,Ray White Kelapa Gading,+628129584762
382735,apartment,"Apartemen Yukata, Alam Sutera Luas 148,76m2",Banten,Tangerang,279250,4207739000,False,L22044354,148.0,,Akta Tanah,3.0,3.0,,Ida RWKG,Ray White Kelapa Gading,+628129584762
382728,apartment,"Apartemen The Kensington, Twr Clifford, Kelapa Gading, Luas 101m2",DKI Jakarta,Jakarta Utara,232708,3506444144,False,L22044155,101.0,,Akta Tanah,3.0,3.0,,Ida RWKG,Ray White Kelapa Gading,+628129584762
382638,apartment,"dijual cepat apartemen the branz tower c type 1 br, siap huni, furnish tinggal bawa koper",Banten,Tangerang,103056,1552847808,True,L22034681,,,Akta Tanah,1.0,1.0,,Esti Sulistyani,Ray White Golden BSD,+6281280395078
382642,apartment,"dijual apartemen the branz bsd city type 2 BR, siap huni, lokasi tengah kota, akses mudah, furnish, tinggal bawa koper",Banten,Tangerang,166220,2504602960,True,L22035196,,62.0,Akta Tanah,2.0,1.0,,Esti Sulistyani,Ray White Golden BSD,+6281280395078
382663,apartment,Apartemen Gading Mediterania Twr A Kelapa Gading Luas 42m2,DKI Jakarta,Jakarta Utara,38896,586084928,False,L22037289,42.0,,Strata Title,1.0,1.0,,Sylvester RWKG,Ray White Kelapa Gading,+62816926489
382665,apartment,Apartemen Northland Ancol Luas 31m2,DKI Jakarta,Jakarta Utara,29255,440814340,False,L22037359,31.0,,Akta Tanah,1.0,1.0,,Briegita RWKG,Ray White Kelapa Gading,+6287881648777
382417,apartment,2 Bed  room Apartemen PGV Cimanggis,Jawa Barat,Depok,29920,450834560,True,L21935219,35.0,35.0,Akta Tanah,2.0,1.0,,Susie Boedja,Ray White Cibubur,+6281316311390
